step,action_name,reward,obs_distance_from_entrance,obs_distance_from_last_position_from_high_reward,obs_reward_taken_flag,obs_relevant_thing_in_current_map,map_id,x,y
115,UP,0.01,6.0,-1.0,-1.0,0.0,38,7,2
116,RIGHT,-0.001,7.0,-1.0,-1.0,0.0,38,7,2
117,RIGHT,-0.001,7.0,-1.0,-1.0,0.0,38,7,2
118,DOWN,0.01,7.0,-1.0,-1.0,0.0,38,7,3
119,A,-0.001,6.0,-1.0,-1.0,0.0,38,7,3
120,RIGHT,-0.001,6.0,-1.0,-1.0,0.0,38,7,3
121,RIGHT,-0.001,6.0,-1.0,-1.0,0.0,38,7,3
122,UP,0.01,6.0,-1.0,-1.0,0.0,38,7,2
123,B,-0.001,7.0,-1.0,-1.0,0.0,38,7,2
124,LEFT,0.01,7.0,-1.0,-1.0,0.0,38,6,2
125,LEFT,0.01,6.0,-1.0,-1.0,0.0,38,5,2
126,DOWN,0.01,5.0,-1.0,-1.0,0.0,38,5,3
127,A,-0.001,4.0,-1.0,-1.0,0.0,38,5,3
128,RIGHT,0.01,4.0,-1.0,-1.0,0.0,38,6,3
129,DOWN,0.01,5.0,-1.0,-1.0,0.0,38,6,4
130,RIGHT,0.01,4.0,-1.0,-1.0,0.0,38,7,4
131,UP,0.01,5.0,-1.0,-1.0,0.0,38,7,3
132,DOWN,0.01,6.0,-1.0,-1.0,0.0,38,7,4
133,A,-0.001,5.0,-1.0,-1.0,0.0,38,7,4
134,DOWN,0.01,5.0,-1.0,-1.0,0.0,38,7,5
135,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
136,A,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
137,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
138,DOWN,0.01,4.0,-1.0,-1.0,0.0,38,7,6
139,A,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
140,B,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
141,LEFT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
142,B,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
143,LEFT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
144,RIGHT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
145,B,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
146,RIGHT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
147,LEFT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
148,RIGHT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
149,DOWN,0.01,3.0,-1.0,-1.0,0.0,38,7,7
150,LEFT,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
151,LEFT,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
152,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
153,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
154,DOWN,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
155,A,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
156,UP,0.01,4.0,-1.0,-1.0,0.0,38,7,6
157,A,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
158,RIGHT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
159,B,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
160,DOWN,0.01,3.0,-1.0,-1.0,0.0,38,7,7
161,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
162,A,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
163,DOWN,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
164,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
165,RIGHT,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
166,RIGHT,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
167,DOWN,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
168,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
169,DOWN,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
170,UP,0.01,4.0,-1.0,-1.0,0.0,38,7,6
171,RIGHT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
172,B,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
173,UP,0.01,3.0,-1.0,-1.0,0.0,38,7,5
174,DOWN,0.01,4.0,-1.0,-1.0,0.0,38,7,6
175,LEFT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
176,UP,0.01,3.0,-1.0,-1.0,0.0,38,7,5
177,RIGHT,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
178,DOWN,0.01,4.0,-1.0,-1.0,0.0,38,7,6
179,A,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
180,DOWN,0.01,3.0,-1.0,-1.0,0.0,38,7,7
181,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
182,UP,0.01,4.0,-1.0,-1.0,0.0,38,7,6
183,LEFT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
184,UP,0.01,3.0,-1.0,-1.0,0.0,38,7,5
185,DOWN,0.01,4.0,-1.0,-1.0,0.0,38,7,6
186,DOWN,0.01,3.0,-1.0,-1.0,0.0,38,7,7
187,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,7
188,UP,0.01,4.0,-1.0,-1.0,0.0,38,7,6
189,LEFT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
190,B,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
191,A,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
192,A,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
193,LEFT,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
194,A,-0.001,3.0,-1.0,-1.0,0.0,38,7,6
195,UP,0.01,3.0,-1.0,-1.0,0.0,38,7,5
196,B,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
197,A,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
198,A,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
199,A,-0.001,4.0,-1.0,-1.0,0.0,38,7,5
200,LEFT,0.01,4.0,-1.0,-1.0,0.0,38,6,5
201,A,-0.001,3.0,-1.0,-1.0,0.0,38,6,5
202,B,-0.001,3.0,-1.0,-1.0,0.0,38,6,5
203,LEFT,0.01,3.0,-1.0,-1.0,0.0,38,5,5
204,DOWN,0.01,2.0,-1.0,-1.0,0.0,38,5,6
205,RIGHT,-0.001,1.0,-1.0,-1.0,0.0,38,5,6
206,B,-0.001,1.0,-1.0,-1.0,0.0,38,5,6
207,UP,0.01,1.0,-1.0,-1.0,0.0,38,5,5
208,B,-0.001,2.0,-1.0,-1.0,0.0,38,5,5
209,B,-0.001,2.0,-1.0,-1.0,0.0,38,5,5
210,UP,0.01,2.0,-1.0,-1.0,0.0,38,5,4
211,UP,0.01,3.0,-1.0,-1.0,0.0,38,5,3
212,A,-0.001,4.0,-1.0,-1.0,0.0,38,5,3
213,B,-0.001,4.0,-1.0,-1.0,0.0,38,5,3
214,UP,0.01,4.0,-1.0,-1.0,0.0,38,5,2
215,RIGHT,0.01,5.0,-1.0,-1.0,0.0,38,6,2
216,A,-0.001,6.0,-1.0,-1.0,0.0,38,6,2
217,B,-0.001,6.0,-1.0,-1.0,0.0,38,6,2
218,A,-0.001,6.0,-1.0,-1.0,0.0,38,6,2
219,UP,0.01,6.0,-1.0,-1.0,0.0,38,6,1
220,A,-0.001,7.0,-1.0,-1.0,0.0,38,6,1
221,RIGHT,1.01,7.0,-1.0,-1.0,0.0,37,7,1
222,UP,-0.001,0.0,-1.0,-1.0,0.0,37,7,1
223,RIGHT,-0.001,0.0,-1.0,-1.0,0.0,37,7,1
224,B,-0.001,0.0,-1.0,-1.0,0.0,37,7,1
225,DOWN,0.01,0.0,-1.0,-1.0,0.0,37,7,2
226,A,-0.001,1.0,-1.0,-1.0,0.0,37,7,2
227,B,-0.001,1.0,-1.0,-1.0,0.0,37,7,2
228,RIGHT,-0.001,1.0,-1.0,-1.0,0.0,37,7,2
229,B,-0.001,1.0,-1.0,-1.0,0.0,37,7,2
230,A,-0.001,1.0,-1.0,-1.0,0.0,37,7,2
231,UP,-0.09000000000000001,1.0,-1.0,-1.0,0.0,38,7,1
232,DOWN,0.01,8.0,1.0,1.0,0.0,38,7,2
233,A,-0.001,7.0,2.0,1.0,0.0,38,7,2
234,B,-0.001,7.0,2.0,1.0,0.0,38,7,2
235,LEFT,0.01,7.0,2.0,1.0,0.0,38,6,2
236,DOWN,0.01,6.0,1.0,1.0,0.0,38,6,3
237,LEFT,0.01,5.0,2.0,1.0,0.0,38,5,3
238,B,-0.001,4.0,3.0,1.0,0.0,38,5,3
239,DOWN,0.01,4.0,3.0,1.0,0.0,38,5,4
240,B,-0.001,3.0,4.0,1.0,0.0,38,5,4
241,B,-0.001,3.0,4.0,1.0,0.0,38,5,4
242,B,-0.001,3.0,4.0,1.0,0.0,38,5,4
243,A,-0.001,3.0,4.0,1.0,0.0,38,5,4
244,A,-0.001,3.0,4.0,1.0,0.0,38,5,4
245,UP,0.01,3.0,4.0,1.0,0.0,38,5,3
246,UP,0.01,4.0,3.0,1.0,0.0,38,5,2
247,UP,0.01,5.0,2.0,1.0,0.0,38,5,1
248,UP,-0.001,6.0,1.0,1.0,0.0,38,5,1
249,A,-0.001,6.0,1.0,1.0,0.0,38,5,1
250,B,-0.001,6.0,1.0,1.0,0.0,38,5,1
251,DOWN,0.01,6.0,1.0,1.0,0.0,38,5,2
252,A,-0.001,5.0,2.0,1.0,0.0,38,5,2
253,RIGHT,0.01,5.0,2.0,1.0,0.0,38,6,2
254,DOWN,0.01,6.0,1.0,1.0,0.0,38,6,3
255,LEFT,0.01,5.0,2.0,1.0,0.0,38,5,3
256,DOWN,0.01,4.0,3.0,1.0,0.0,38,5,4
257,LEFT,0.01,3.0,4.0,1.0,0.0,38,4,4
258,LEFT,-0.001,2.0,5.0,1.0,0.0,38,4,4
259,B,-0.001,2.0,5.0,1.0,0.0,38,4,4
260,LEFT,-0.001,2.0,5.0,1.0,0.0,38,4,4
261,A,-0.001,2.0,5.0,1.0,0.0,38,4,4
262,UP,0.01,2.0,5.0,1.0,0.0,38,4,3
263,LEFT,0.01,3.0,4.0,1.0,0.0,38,3,3
264,A,-0.001,4.0,5.0,1.0,0.0,38,3,3
265,LEFT,0.01,4.0,5.0,1.0,0.0,38,2,3
266,B,-0.001,5.0,6.0,1.0,0.0,38,2,3
267,UP,0.01,5.0,6.0,1.0,0.0,38,2,2
268,DOWN,0.01,6.0,5.0,1.0,0.0,38,2,3
269,A,-0.001,5.0,6.0,1.0,0.0,38,2,3
270,UP,0.01,5.0,6.0,1.0,0.0,38,2,2
271,DOWN,0.01,6.0,5.0,1.0,0.0,38,2,3
272,RIGHT,0.01,5.0,6.0,1.0,0.0,38,3,3
273,A,-0.001,4.0,5.0,1.0,0.0,38,3,3
274,UP,0.01,4.0,5.0,1.0,0.0,38,3,2
275,UP,0.01,5.0,4.0,1.0,0.0,38,3,1
276,B,-0.001,6.0,3.0,1.0,0.0,38,3,1
277,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
278,DOWN,0.01,6.0,3.0,1.0,0.0,38,3,2
279,A,-0.001,5.0,4.0,1.0,0.0,38,3,2
280,A,-0.001,5.0,4.0,1.0,0.0,38,3,2
281,B,-0.001,5.0,4.0,1.0,0.0,38,3,2
282,RIGHT,0.01,5.0,4.0,1.0,0.0,38,4,2
283,B,-0.001,4.0,3.0,1.0,0.0,38,4,2
284,A,-0.001,4.0,3.0,1.0,0.0,38,4,2
285,DOWN,0.01,4.0,3.0,1.0,0.0,38,4,3
286,LEFT,0.01,3.0,4.0,1.0,0.0,38,3,3
287,RIGHT,0.01,4.0,5.0,1.0,0.0,38,4,3
288,B,-0.001,3.0,4.0,1.0,0.0,38,4,3
289,RIGHT,0.01,3.0,4.0,1.0,0.0,38,5,3
290,LEFT,0.01,4.0,3.0,1.0,0.0,38,4,3
291,LEFT,0.01,3.0,4.0,1.0,0.0,38,3,3
292,DOWN,-0.001,4.0,5.0,1.0,0.0,38,3,3
293,UP,0.01,4.0,5.0,1.0,0.0,38,3,2
294,UP,0.01,5.0,4.0,1.0,0.0,38,3,1
295,B,-0.001,6.0,3.0,1.0,0.0,38,3,1
296,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
297,UP,-0.001,6.0,3.0,1.0,0.0,38,3,1
298,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
299,UP,-0.001,6.0,3.0,1.0,0.0,38,3,1
300,A,-0.001,6.0,3.0,1.0,0.0,38,3,1
301,UP,-0.001,6.0,3.0,1.0,0.0,38,3,1
302,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
303,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
304,B,-0.001,6.0,3.0,1.0,0.0,38,3,1
305,UP,-0.001,6.0,3.0,1.0,0.0,38,3,1
306,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
307,B,-0.001,6.0,3.0,1.0,0.0,38,3,1
308,B,-0.001,6.0,3.0,1.0,0.0,38,3,1
309,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
310,A,-0.001,6.0,3.0,1.0,0.0,38,3,1
311,DOWN,0.01,6.0,3.0,1.0,0.0,38,3,2
312,UP,0.01,5.0,4.0,1.0,0.0,38,3,1
313,B,-0.001,6.0,3.0,1.0,0.0,38,3,1
314,LEFT,-0.001,6.0,3.0,1.0,0.0,38,3,1
315,B,-0.001,6.0,3.0,1.0,0.0,38,3,1
316,RIGHT,0.01,6.0,3.0,1.0,0.0,38,4,1
317,DOWN,0.01,5.0,2.0,1.0,0.0,38,4,2
318,RIGHT,0.01,4.0,3.0,1.0,0.0,38,5,2
319,B,-0.001,5.0,2.0,1.0,0.0,38,5,2
320,DOWN,0.01,5.0,2.0,1.0,0.0,38,5,3
321,UP,0.01,4.0,3.0,1.0,0.0,38,5,2
322,B,-0.001,5.0,2.0,1.0,0.0,38,5,2
323,A,-0.001,5.0,2.0,1.0,0.0,38,5,2
324,UP,0.01,5.0,2.0,1.0,0.0,38,5,1
325,UP,-0.001,6.0,1.0,1.0,0.0,38,5,1
326,A,-0.001,6.0,1.0,1.0,0.0,38,5,1
327,A,-0.001,6.0,1.0,1.0,0.0,38,5,1
328,A,-0.001,6.0,1.0,1.0,0.0,38,5,1
329,A,-0.001,6.0,1.0,1.0,0.0,38,5,1
330,UP,-0.001,6.0,1.0,1.0,0.0,38,5,1
331,RIGHT,0.01,6.0,1.0,1.0,0.0,38,6,1
332,RIGHT,-0.09000000000000001,7.0,0.0,1.0,0.0,37,7,1
333,LEFT,0.01,0.0,-1.0,-1.0,0.0,37,6,1
334,LEFT,0.01,1.0,-1.0,-1.0,0.0,37,5,1
335,RIGHT,0.01,2.0,-1.0,-1.0,0.0,37,6,1
336,A,-0.001,1.0,-1.0,-1.0,0.0,37,6,1
337,LEFT,0.01,1.0,-1.0,-1.0,0.0,37,5,1
338,LEFT,0.01,2.0,-1.0,-1.0,0.0,37,4,1
339,RIGHT,0.01,3.0,-1.0,-1.0,0.0,37,5,1
340,UP,-0.001,2.0,-1.0,-1.0,0.0,37,5,1
341,A,-0.001,2.0,-1.0,-1.0,0.0,37,5,1
342,LEFT,0.01,2.0,-1.0,-1.0,0.0,37,4,1
343,A,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
344,DOWN,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
345,B,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
346,A,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
347,B,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
348,B,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
349,B,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
350,LEFT,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
351,A,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
352,DOWN,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
353,B,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
354,LEFT,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
355,B,-0.001,3.0,-1.0,-1.0,0.0,37,4,1
356,RIGHT,0.01,3.0,-1.0,-1.0,0.0,37,5,1
357,B,-0.001,2.0,-1.0,-1.0,0.0,37,5,1
358,RIGHT,0.01,2.0,-1.0,-1.0,0.0,37,6,1
359,A,-0.001,1.0,-1.0,-1.0,0.0,37,6,1
360,DOWN,0.01,1.0,-1.0,-1.0,0.0,37,6,2
361,B,-0.001,2.0,-1.0,-1.0,0.0,37,6,2
362,B,-0.001,2.0,-1.0,-1.0,0.0,37,6,2
363,UP,0.01,2.0,-1.0,-1.0,0.0,37,6,1
364,DOWN,0.01,1.0,-1.0,-1.0,0.0,37,6,2
365,DOWN,0.01,2.0,-1.0,-1.0,0.0,37,6,3
366,A,-0.001,3.0,-1.0,-1.0,0.0,37,6,3
367,DOWN,0.01,3.0,-1.0,-1.0,0.0,37,6,4
368,LEFT,-0.001,4.0,-1.0,-1.0,0.0,37,6,4
369,RIGHT,0.01,4.0,-1.0,-1.0,0.0,37,7,4
370,UP,0.01,3.0,-1.0,-1.0,0.0,37,7,3
371,A,-0.001,2.0,-1.0,-1.0,0.0,37,7,3
372,A,-0.001,2.0,-1.0,-1.0,0.0,37,7,3
373,UP,0.01,2.0,-1.0,-1.0,0.0,37,7,2
374,UP,-0.09000000000000001,1.0,-1.0,-1.0,0.0,38,7,1
375,RIGHT,-0.001,8.0,1.0,1.0,0.0,38,7,1
376,RIGHT,-0.001,8.0,1.0,1.0,0.0,38,7,1
377,UP,-0.001,8.0,1.0,1.0,0.0,38,7,1
378,A,-0.001,8.0,1.0,1.0,0.0,38,7,1
379,RIGHT,-0.001,8.0,1.0,1.0,0.0,38,7,1
380,UP,-0.001,8.0,1.0,1.0,0.0,38,7,1
381,LEFT,0.01,8.0,1.0,1.0,0.0,38,6,1
382,DOWN,0.01,7.0,0.0,1.0,0.0,38,6,2
383,RIGHT,0.01,6.0,1.0,1.0,0.0,38,7,2
384,RIGHT,-0.001,7.0,2.0,1.0,0.0,38,7,2
385,DOWN,0.01,7.0,2.0,1.0,0.0,38,7,3
386,LEFT,0.01,6.0,3.0,1.0,0.0,38,6,3
387,LEFT,0.01,5.0,2.0,1.0,0.0,38,5,3
388,A,-0.001,4.0,3.0,1.0,0.0,38,5,3
389,RIGHT,0.01,4.0,3.0,1.0,0.0,38,6,3
390,RIGHT,0.01,5.0,2.0,1.0,0.0,38,7,3
391,LEFT,0.01,6.0,3.0,1.0,0.0,38,6,3
392,LEFT,0.01,5.0,2.0,1.0,0.0,38,5,3
393,RIGHT,0.01,4.0,3.0,1.0,0.0,38,6,3
394,DOWN,0.01,5.0,2.0,1.0,0.0,38,6,4
395,UP,0.01,4.0,3.0,1.0,0.0,38,6,3
396,DOWN,0.01,5.0,2.0,1.0,0.0,38,6,4
397,A,-0.001,4.0,3.0,1.0,0.0,38,6,4
398,DOWN,0.01,4.0,3.0,1.0,0.0,38,6,5
399,LEFT,0.01,3.0,4.0,1.0,0.0,38,5,5
400,A,-0.001,2.0,5.0,1.0,0.0,38,5,5
401,A,-0.001,2.0,5.0,1.0,0.0,38,5,5
402,UP,0.01,2.0,5.0,1.0,0.0,38,5,4
403,DOWN,0.01,3.0,4.0,1.0,0.0,38,5,5
404,DOWN,0.01,2.0,5.0,1.0,0.0,38,5,6
405,B,-0.001,1.0,6.0,1.0,0.0,38,5,6
406,B,-0.001,1.0,6.0,1.0,0.0,38,5,6
407,B,-0.001,1.0,6.0,1.0,0.0,38,5,6
408,B,-0.001,1.0,6.0,1.0,0.0,38,5,6
409,DOWN,0.01,1.0,6.0,1.0,0.0,38,5,7
410,DOWN,-0.001,2.0,7.0,1.0,0.0,38,5,7
