step,action_name,reward,obs_distance_from_entrance,obs_distance_from_last_position_from_high_reward,obs_reward_taken_flag,obs_relevant_thing_in_current_map,map_id,x,y
154,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
155,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,3
156,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
157,A,0.0,0.0,0.0,1.0,0.0,38,0,2
158,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
159,A,0.0,0.0,0.0,1.0,0.0,38,0,2
160,B,0.0,0.0,0.0,1.0,0.0,38,0,2
161,A,0.0,0.0,0.0,1.0,0.0,38,0,2
162,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
163,RIGHT,0.0,0.0,0.0,1.0,0.0,38,0,2
164,RIGHT,0.0,0.0,0.0,1.0,0.0,38,0,2
165,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
166,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
167,A,0.0,0.0,0.0,1.0,0.0,38,0,2
168,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
169,A,0.0,0.0,0.0,1.0,0.0,38,0,2
170,A,0.0,0.0,0.0,1.0,0.0,38,0,2
171,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
172,B,0.0,0.0,0.0,1.0,0.0,38,0,2
173,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
174,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,3
175,RIGHT,0.0,0.0,0.0,1.0,0.0,38,1,3
176,B,0.0,0.0,0.0,1.0,0.0,38,1,3
177,B,0.0,0.0,0.0,1.0,0.0,38,1,3
178,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,3
179,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
180,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
181,A,0.0,0.0,0.0,1.0,0.0,38,0,2
182,B,0.0,0.0,0.0,1.0,0.0,38,0,2
183,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
184,A,0.0,0.0,0.0,1.0,0.0,38,0,2
185,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
186,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
187,A,0.0,0.0,0.0,1.0,0.0,38,0,2
188,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
189,B,0.0,0.0,0.0,1.0,0.0,38,0,2
190,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
191,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,3
192,B,0.0,0.0,0.0,1.0,0.0,38,0,3
193,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
194,RIGHT,0.0,0.0,0.0,1.0,0.0,38,1,2
195,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,2
196,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,3
197,A,0.0,0.0,0.0,1.0,0.0,38,2,3
198,RIGHT,0.0,0.0,0.0,1.0,0.0,38,3,3
199,UP,0.0,0.0,0.0,1.0,0.0,38,3,2
200,B,0.0,0.0,0.0,1.0,0.0,38,3,2
201,UP,0.0,0.0,0.0,1.0,0.0,38,3,1
202,RIGHT,0.0,0.0,0.0,1.0,0.0,38,4,1
203,DOWN,0.0,0.0,0.0,1.0,0.0,38,4,2
204,A,0.0,0.0,0.0,1.0,0.0,38,4,2
205,LEFT,0.0,0.0,0.0,1.0,0.0,38,3,2
206,B,0.0,0.0,0.0,1.0,0.0,38,3,2
207,A,0.0,0.0,0.0,1.0,0.0,38,3,2
208,B,0.0,0.0,0.0,1.0,0.0,38,3,2
209,DOWN,0.0,0.0,0.0,1.0,0.0,38,3,3
210,UP,0.0,0.0,0.0,1.0,0.0,38,3,2
211,UP,0.0,0.0,0.0,1.0,0.0,38,3,1
212,DOWN,0.0,0.0,0.0,1.0,0.0,38,3,2
213,LEFT,0.0,0.0,0.0,1.0,0.0,38,2,2
214,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,3
215,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,3
216,A,0.0,0.0,0.0,1.0,0.0,38,1,3
217,A,0.0,0.0,0.0,1.0,0.0,38,1,3
218,A,0.0,0.0,0.0,1.0,0.0,38,1,3
219,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,3
220,RIGHT,0.0,0.0,0.0,1.0,0.0,38,3,3
221,UP,0.0,0.0,0.0,1.0,0.0,38,3,2
222,UP,0.0,0.0,0.0,1.0,0.0,38,3,1
223,A,0.0,0.0,0.0,1.0,0.0,38,3,1
224,B,0.0,0.0,0.0,1.0,0.0,38,3,1
225,LEFT,0.0,0.0,0.0,1.0,0.0,38,3,1
226,UP,0.0,0.0,0.0,1.0,0.0,38,3,1
227,DOWN,0.0,0.0,0.0,1.0,0.0,38,3,2
228,RIGHT,0.0,0.0,0.0,1.0,0.0,38,4,2
229,LEFT,0.0,0.0,0.0,1.0,0.0,38,3,2
230,UP,0.0,0.0,0.0,1.0,0.0,38,3,1
231,RIGHT,0.0,0.0,0.0,1.0,0.0,38,4,1
232,UP,0.0,0.0,0.0,1.0,0.0,38,4,1
233,RIGHT,0.0,0.0,0.0,1.0,0.0,38,5,1
234,DOWN,0.0,0.0,0.0,1.0,0.0,38,5,2
235,UP,0.0,0.0,0.0,1.0,0.0,38,5,1
236,B,0.0,0.0,0.0,1.0,0.0,38,5,1
237,LEFT,0.0,0.0,0.0,1.0,0.0,38,4,1
238,LEFT,0.0,0.0,0.0,1.0,0.0,38,3,1
239,B,0.0,0.0,0.0,1.0,0.0,38,3,1
240,B,0.0,0.0,0.0,1.0,0.0,38,3,1
241,RIGHT,0.0,0.0,0.0,1.0,0.0,38,4,1
242,LEFT,0.0,0.0,0.0,1.0,0.0,38,3,1
243,RIGHT,0.0,0.0,0.0,1.0,0.0,38,4,1
244,B,0.0,0.0,0.0,1.0,0.0,38,4,1
245,UP,0.0,0.0,0.0,1.0,0.0,38,4,1
246,UP,0.0,0.0,0.0,1.0,0.0,38,4,1
247,A,0.0,0.0,0.0,1.0,0.0,38,4,1
248,RIGHT,0.0,0.0,0.0,1.0,0.0,38,5,1
249,B,0.0,0.0,0.0,1.0,0.0,38,5,1
250,RIGHT,0.0,0.0,0.0,1.0,0.0,38,6,1
251,UP,0.0,0.0,0.0,1.0,0.0,38,6,1
252,UP,0.0,0.0,0.0,1.0,0.0,38,6,1
253,UP,0.0,0.0,0.0,1.0,0.0,38,6,1
254,UP,0.0,0.0,0.0,1.0,0.0,38,6,1
255,DOWN,0.0,0.0,0.0,1.0,0.0,38,6,2
256,A,0.0,0.0,0.0,1.0,0.0,38,6,2
257,LEFT,0.0,0.0,0.0,1.0,0.0,38,5,2
258,LEFT,0.0,0.0,0.0,1.0,0.0,38,4,2
259,DOWN,0.0,0.0,0.0,1.0,0.0,38,4,3
260,LEFT,0.0,0.0,0.0,1.0,0.0,38,3,3
261,A,0.0,0.0,0.0,1.0,0.0,38,3,3
262,LEFT,0.0,0.0,0.0,1.0,0.0,38,2,3
263,B,0.0,0.0,0.0,1.0,0.0,38,2,3
264,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,4
265,UP,0.0,0.0,0.0,1.0,0.0,38,2,3
266,UP,0.0,0.0,0.0,1.0,0.0,38,2,2
267,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,3
268,RIGHT,0.0,0.0,0.0,1.0,0.0,38,3,3
269,UP,0.0,0.0,0.0,1.0,0.0,38,3,2
270,A,0.0,0.0,0.0,1.0,0.0,38,3,2
271,A,0.0,0.0,0.0,1.0,0.0,38,3,2
272,B,0.0,0.0,0.0,1.0,0.0,38,3,2
273,LEFT,0.0,0.0,0.0,1.0,0.0,38,2,2
274,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,2
275,A,0.0,0.0,0.0,1.0,0.0,38,1,2
276,B,0.0,0.0,0.0,1.0,0.0,38,1,2
277,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,3
278,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,3
279,RIGHT,0.0,0.0,0.0,1.0,0.0,38,1,3
280,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,4
281,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,5
282,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
283,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,6
284,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,7
285,UP,0.0,0.0,0.0,1.0,0.0,38,2,6
286,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,7
287,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,7
288,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,7
289,UP,0.0,0.0,0.0,1.0,0.0,38,1,6
290,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,7
291,B,0.0,0.0,0.0,1.0,0.0,38,1,7
292,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,7
293,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,7
294,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,7
295,A,0.0,0.0,0.0,1.0,0.0,38,1,7
296,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,7
297,B,0.0,0.0,0.0,1.0,0.0,38,2,7
298,A,0.0,0.0,0.0,1.0,0.0,38,2,7
299,A,0.0,0.0,0.0,1.0,0.0,38,2,7
300,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,7
301,UP,0.0,0.0,0.0,1.0,0.0,38,1,6
302,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,7
303,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,7
304,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,7
305,B,0.0,0.0,0.0,1.0,0.0,38,1,7
306,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,7
307,B,0.0,0.0,0.0,1.0,0.0,38,1,7
308,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,7
309,A,0.0,0.0,0.0,1.0,0.0,38,1,7
310,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,7
311,B,0.0,0.0,0.0,1.0,0.0,38,1,7
312,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,7
313,UP,0.0,0.0,0.0,1.0,0.0,38,1,6
314,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,6
315,B,0.0,0.0,0.0,1.0,0.0,38,1,6
316,B,0.0,0.0,0.0,1.0,0.0,38,1,6
317,B,0.0,0.0,0.0,1.0,0.0,38,1,6
318,UP,0.0,0.0,0.0,1.0,0.0,38,1,5
319,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
320,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
321,A,0.0,0.0,0.0,1.0,0.0,38,2,5
322,B,0.0,0.0,0.0,1.0,0.0,38,2,5
323,A,0.0,0.0,0.0,1.0,0.0,38,2,5
324,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
325,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,5
326,A,0.0,0.0,0.0,1.0,0.0,38,2,5
327,A,0.0,0.0,0.0,1.0,0.0,38,2,5
328,UP,0.0,0.0,0.0,1.0,0.0,38,2,5
329,A,0.0,0.0,0.0,1.0,0.0,38,2,5
330,LEFT,0.0,0.0,0.0,1.0,0.0,38,2,5
331,B,0.0,0.0,0.0,1.0,0.0,38,2,5
332,LEFT,0.0,0.0,0.0,1.0,0.0,38,2,5
333,UP,0.0,0.0,0.0,1.0,0.0,38,2,5
334,B,0.0,0.0,0.0,1.0,0.0,38,2,5
335,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
336,A,0.0,0.0,0.0,1.0,0.0,38,2,5
337,LEFT,0.0,0.0,0.0,1.0,0.0,38,2,5
338,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,5
339,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
340,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
341,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,5
342,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
343,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,5
344,UP,0.0,0.0,0.0,1.0,0.0,38,2,5
345,B,0.0,0.0,0.0,1.0,0.0,38,2,5
346,A,0.0,0.0,0.0,1.0,0.0,38,2,5
347,LEFT,0.0,0.0,0.0,1.0,0.0,38,2,5
348,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,5
349,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
350,B,0.0,0.0,0.0,1.0,0.0,38,2,5
351,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,5
352,B,0.0,0.0,0.0,1.0,0.0,38,1,5
353,UP,0.0,0.0,0.0,1.0,0.0,38,1,4
354,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,5
355,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
356,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,5
357,UP,0.0,0.0,0.0,1.0,0.0,38,2,4
358,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,4
359,A,0.0,0.0,0.0,1.0,0.0,38,2,4
360,DOWN,0.0,0.0,0.0,1.0,0.0,38,2,5
361,UP,0.0,0.0,0.0,1.0,0.0,38,2,4
362,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,4
363,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,4
364,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,4
365,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,4
366,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,4
367,A,0.0,0.0,0.0,1.0,0.0,38,0,4
368,UP,0.0,0.0,0.0,1.0,0.0,38,0,3
369,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
370,A,0.0,0.0,0.0,1.0,0.0,38,0,2
371,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
372,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
373,B,0.0,0.0,0.0,1.0,0.0,38,0,2
374,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
375,A,0.0,0.0,0.0,1.0,0.0,38,0,2
376,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
377,A,0.0,0.0,0.0,1.0,0.0,38,0,2
378,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
379,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
380,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
381,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
382,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
383,B,0.0,0.0,0.0,1.0,0.0,38,0,2
384,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
385,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
386,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
387,B,0.0,0.0,0.0,1.0,0.0,38,0,2
388,RIGHT,0.0,0.0,0.0,1.0,0.0,38,0,2
389,B,0.0,0.0,0.0,1.0,0.0,38,0,2
390,A,0.0,0.0,0.0,1.0,0.0,38,0,2
391,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
392,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
393,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
394,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
395,RIGHT,0.0,0.0,0.0,1.0,0.0,38,0,2
396,DOWN,0.0,0.0,0.0,1.0,0.0,38,0,2
397,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
398,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
399,A,0.0,0.0,0.0,1.0,0.0,38,0,2
400,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
401,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
402,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
403,B,0.0,0.0,0.0,1.0,0.0,38,0,2
404,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
405,RIGHT,0.0,0.0,0.0,1.0,0.0,38,1,2
406,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,2
407,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,2
408,A,0.0,0.0,0.0,1.0,0.0,38,1,2
409,B,0.0,0.0,0.0,1.0,0.0,38,1,2
410,B,0.0,0.0,0.0,1.0,0.0,38,1,2
411,A,0.0,0.0,0.0,1.0,0.0,38,1,2
412,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
413,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
414,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
415,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
416,DOWN,0.0,0.0,0.0,1.0,0.0,38,1,3
417,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,3
418,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,3
419,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
420,RIGHT,0.0,0.0,0.0,1.0,0.0,38,1,2
421,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,2
422,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,2
423,A,0.0,0.0,0.0,1.0,0.0,38,1,2
424,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
425,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
426,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
427,RIGHT,0.0,0.0,0.0,1.0,0.0,38,2,2
428,LEFT,0.0,0.0,0.0,1.0,0.0,38,1,2
429,UP,0.0,0.0,0.0,1.0,0.0,38,1,2
430,A,0.0,0.0,0.0,1.0,0.0,38,1,2
431,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
432,UP,0.0,0.0,0.0,1.0,0.0,38,0,2
433,LEFT,0.0,0.0,0.0,1.0,0.0,38,0,2
