step,action_name,reward,obs_start_menu_open,obs_distance_from_entrance,obs_distance_from_last_position_from_high_reward,map_id,x,y
122,A,0.0,-1.0,3.0,-1.0,38,6,5
123,RIGHT,0.0,-1.0,3.0,-1.0,38,7,5
124,LEFT,0.0,-1.0,4.0,-1.0,38,6,5
125,UP,0.0,-1.0,3.0,-1.0,38,6,4
126,LEFT,0.0,-1.0,4.0,-1.0,38,5,4
127,RIGHT,0.0,-1.0,3.0,-1.0,38,6,4
128,UP,0.0,-1.0,4.0,-1.0,38,6,3
129,DOWN,0.0,-1.0,5.0,-1.0,38,6,4
130,LEFT,0.0,-1.0,4.0,-1.0,38,5,4
131,B,0.0,-1.0,3.0,-1.0,38,5,4
132,LEFT,0.0,-1.0,3.0,-1.0,38,4,4
133,UP,0.0,-1.0,2.0,-1.0,38,4,3
134,DOWN,0.0,-1.0,3.0,-1.0,38,4,4
135,B,0.0,-1.0,2.0,-1.0,38,4,4
136,DOWN,0.0,-1.0,2.0,-1.0,38,4,5
137,A,0.0,-1.0,1.0,-1.0,38,4,5
138,UP,0.0,-1.0,1.0,-1.0,38,4,4
139,DOWN,0.0,-1.0,2.0,-1.0,38,4,5
140,UP,0.0,-1.0,1.0,-1.0,38,4,4
141,A,0.0,-1.0,2.0,-1.0,38,4,4
142,A,0.0,-1.0,2.0,-1.0,38,4,4
143,DOWN,0.0,-1.0,2.0,-1.0,38,4,5
144,DOWN,0.0,-1.0,1.0,-1.0,38,4,6
145,DOWN,0.0,-1.0,0.0,-1.0,38,4,7
146,DOWN,0.0,-1.0,1.0,-1.0,38,4,7
147,RIGHT,0.0,-1.0,1.0,-1.0,38,5,7
148,B,0.0,-1.0,2.0,-1.0,38,5,7
149,DOWN,0.0,-1.0,2.0,-1.0,38,5,7
150,RIGHT,0.0,-1.0,2.0,-1.0,38,5,7
151,DOWN,0.0,-1.0,2.0,-1.0,38,5,7
152,RIGHT,0.0,-1.0,2.0,-1.0,38,5,7
153,A,0.0,-1.0,2.0,-1.0,38,5,7
154,B,0.0,-1.0,2.0,-1.0,38,5,7
155,RIGHT,0.0,-1.0,2.0,-1.0,38,5,7
156,A,0.0,-1.0,2.0,-1.0,38,5,7
157,B,0.0,-1.0,2.0,-1.0,38,5,7
158,DOWN,0.0,-1.0,2.0,-1.0,38,5,7
159,LEFT,0.0,-1.0,2.0,-1.0,38,4,7
160,LEFT,0.0,-1.0,1.0,-1.0,38,3,7
161,LEFT,0.0,-1.0,2.0,-1.0,38,2,7
162,UP,0.0,-1.0,3.0,-1.0,38,2,6
163,RIGHT,0.0,-1.0,2.0,-1.0,38,3,6
164,A,0.0,-1.0,1.0,-1.0,38,3,6
165,UP,0.0,-1.0,1.0,-1.0,38,3,6
166,LEFT,0.0,-1.0,1.0,-1.0,38,2,6
167,A,0.0,-1.0,2.0,-1.0,38,2,6
168,DOWN,0.0,-1.0,2.0,-1.0,38,2,7
169,A,0.0,-1.0,3.0,-1.0,38,2,7
170,RIGHT,0.0,-1.0,3.0,-1.0,38,3,7
171,RIGHT,0.0,-1.0,2.0,-1.0,38,4,7
172,A,0.0,-1.0,1.0,-1.0,38,4,7
173,A,0.0,-1.0,1.0,-1.0,38,4,7
174,B,0.0,-1.0,1.0,-1.0,38,4,7
175,DOWN,0.0,-1.0,1.0,-1.0,38,4,7
176,DOWN,0.0,-1.0,1.0,-1.0,38,4,7
177,LEFT,0.0,-1.0,1.0,-1.0,38,3,7
178,UP,0.0,-1.0,2.0,-1.0,38,3,6
179,RIGHT,0.0,-1.0,1.0,-1.0,38,4,6
180,RIGHT,0.0,-1.0,0.0,-1.0,38,5,6
181,RIGHT,0.0,-1.0,1.0,-1.0,38,5,6
182,UP,0.0,-1.0,1.0,-1.0,38,5,5
183,B,0.0,-1.0,2.0,-1.0,38,5,5
184,B,0.0,-1.0,2.0,-1.0,38,5,5
185,LEFT,0.0,-1.0,2.0,-1.0,38,4,5
186,LEFT,0.0,-1.0,1.0,-1.0,38,4,5
187,UP,0.0,-1.0,1.0,-1.0,38,4,4
188,UP,0.0,-1.0,2.0,-1.0,38,4,3
189,A,0.0,-1.0,3.0,-1.0,38,4,3
190,DOWN,0.0,-1.0,3.0,-1.0,38,4,4
191,LEFT,0.0,-1.0,2.0,-1.0,38,4,4
192,RIGHT,0.0,-1.0,2.0,-1.0,38,5,4
193,UP,0.0,-1.0,3.0,-1.0,38,5,3
194,UP,0.0,-1.0,4.0,-1.0,38,5,2
195,B,0.0,-1.0,5.0,-1.0,38,5,2
196,UP,0.0,-1.0,5.0,-1.0,38,5,1
197,LEFT,0.0,-1.0,6.0,-1.0,38,4,1
198,LEFT,0.0,-1.0,5.0,-1.0,38,3,1
199,LEFT,0.0,-1.0,6.0,-1.0,38,3,1
200,A,0.0,-1.0,6.0,-1.0,38,3,1
201,B,0.0,-1.0,6.0,-1.0,38,3,1
202,UP,0.0,-1.0,6.0,-1.0,38,3,1
203,UP,0.0,-1.0,6.0,-1.0,38,3,1
204,DOWN,0.0,-1.0,6.0,-1.0,38,3,2
205,LEFT,0.0,-1.0,5.0,-1.0,38,2,2
206,B,0.0,-1.0,6.0,-1.0,38,2,2
207,UP,0.0,-1.0,6.0,-1.0,38,2,2
208,B,0.0,-1.0,6.0,-1.0,38,2,2
209,UP,0.0,-1.0,6.0,-1.0,38,2,2
210,LEFT,0.0,-1.0,6.0,-1.0,38,1,2
211,B,0.0,-1.0,7.0,-1.0,38,1,2
212,LEFT,0.0,-1.0,7.0,-1.0,38,0,2
213,A,0.0,-1.0,8.0,-1.0,38,0,2
214,LEFT,0.0,-1.0,8.0,-1.0,38,0,2
215,LEFT,0.0,-1.0,8.0,-1.0,38,0,2
216,A,0.0,-1.0,8.0,-1.0,38,0,2
217,A,0.0,-1.0,8.0,-1.0,38,0,2
218,A,0.0,-1.0,8.0,-1.0,38,0,2
219,DOWN,0.0,-1.0,8.0,-1.0,38,0,3
220,A,0.0,-1.0,7.0,-1.0,38,0,3
221,DOWN,0.0,-1.0,7.0,-1.0,38,0,4
222,A,0.0,-1.0,6.0,-1.0,38,0,4
223,UP,0.0,-1.0,6.0,-1.0,38,0,3
224,UP,0.0,-1.0,7.0,-1.0,38,0,2
225,RIGHT,0.0,-1.0,8.0,-1.0,38,1,2
226,LEFT,0.0,-1.0,7.0,-1.0,38,0,2
227,UP,0.0,-1.0,8.0,-1.0,38,0,2
228,LEFT,0.0,-1.0,8.0,-1.0,38,0,2
229,A,0.0,-1.0,8.0,-1.0,38,0,2
230,UP,0.0,-1.0,8.0,-1.0,38,0,2
231,RIGHT,0.0,-1.0,8.0,-1.0,38,1,2
232,LEFT,0.0,-1.0,7.0,-1.0,38,0,2
233,RIGHT,0.0,-1.0,8.0,-1.0,38,1,2
234,B,0.0,-1.0,7.0,-1.0,38,1,2
235,B,0.0,-1.0,7.0,-1.0,38,1,2
236,B,0.0,-1.0,7.0,-1.0,38,1,2
237,RIGHT,0.0,-1.0,7.0,-1.0,38,2,2
238,B,0.0,-1.0,6.0,-1.0,38,2,2
239,DOWN,0.0,-1.0,6.0,-1.0,38,2,3
240,RIGHT,0.0,-1.0,5.0,-1.0,38,3,3
241,B,0.0,-1.0,4.0,-1.0,38,3,3
242,B,0.0,-1.0,4.0,-1.0,38,3,3
243,UP,0.0,-1.0,4.0,-1.0,38,3,2
244,LEFT,0.0,-1.0,5.0,-1.0,38,2,2
245,DOWN,0.0,-1.0,6.0,-1.0,38,2,3
246,RIGHT,0.0,-1.0,5.0,-1.0,38,3,3
247,A,0.0,-1.0,4.0,-1.0,38,3,3
248,RIGHT,0.0,-1.0,4.0,-1.0,38,4,3
249,B,0.0,-1.0,3.0,-1.0,38,4,3
250,DOWN,0.0,-1.0,3.0,-1.0,38,4,4
251,UP,0.0,-1.0,2.0,-1.0,38,4,3
252,A,0.0,-1.0,3.0,-1.0,38,4,3
253,A,0.0,-1.0,3.0,-1.0,38,4,3
254,A,0.0,-1.0,3.0,-1.0,38,4,3
255,A,0.0,-1.0,3.0,-1.0,38,4,3
256,UP,0.0,-1.0,3.0,-1.0,38,4,2
257,A,0.0,-1.0,4.0,-1.0,38,4,2
258,RIGHT,0.0,-1.0,4.0,-1.0,38,5,2
259,B,0.0,-1.0,5.0,-1.0,38,5,2
260,UP,0.0,-1.0,5.0,-1.0,38,5,1
261,RIGHT,0.0,-1.0,6.0,-1.0,38,6,1
262,RIGHT,0.0,-1.0,7.0,-1.0,37,7,1
263,LEFT,0.0,-1.0,0.0,-1.0,37,6,1
264,DOWN,0.0,-1.0,1.0,-1.0,37,6,2
265,A,0.0,-1.0,2.0,-1.0,37,6,2
266,B,0.0,-1.0,2.0,-1.0,37,6,2
267,LEFT,0.0,-1.0,2.0,-1.0,37,5,2
268,RIGHT,0.0,-1.0,3.0,-1.0,37,6,2
269,B,0.0,-1.0,2.0,-1.0,37,6,2
270,DOWN,0.0,-1.0,2.0,-1.0,37,6,3
271,B,0.0,-1.0,3.0,-1.0,37,6,3
272,LEFT,0.0,-1.0,3.0,-1.0,37,5,3
273,LEFT,0.0,-1.0,4.0,-1.0,37,4,3
274,LEFT,0.0,-1.0,5.0,-1.0,37,3,3
275,DOWN,0.0,-1.0,6.0,-1.0,37,3,3
276,RIGHT,0.0,-1.0,6.0,-1.0,37,4,3
277,B,0.0,-1.0,5.0,-1.0,37,4,3
278,A,0.0,-1.0,5.0,-1.0,37,4,3
279,RIGHT,0.0,-1.0,5.0,-1.0,37,5,3
280,RIGHT,0.0,-1.0,4.0,-1.0,37,6,3
281,LEFT,0.0,-1.0,3.0,-1.0,37,5,3
282,RIGHT,0.0,-1.0,4.0,-1.0,37,6,3
283,LEFT,0.0,-1.0,3.0,-1.0,37,5,3
284,RIGHT,0.0,-1.0,4.0,-1.0,37,6,3
285,B,0.0,-1.0,3.0,-1.0,37,6,3
286,LEFT,0.0,-1.0,3.0,-1.0,37,5,3
287,LEFT,0.0,-1.0,4.0,-1.0,37,4,3
288,RIGHT,0.0,-1.0,5.0,-1.0,37,5,3
289,A,0.0,-1.0,4.0,-1.0,37,5,3
290,RIGHT,0.0,-1.0,4.0,-1.0,37,6,3
291,A,0.0,-1.0,3.0,-1.0,37,6,3
292,A,0.0,-1.0,3.0,-1.0,37,6,3
293,UP,0.0,-1.0,3.0,-1.0,37,6,2
294,LEFT,0.0,-1.0,2.0,-1.0,37,5,2
295,B,0.0,-1.0,3.0,-1.0,37,5,2
296,LEFT,0.0,-1.0,3.0,-1.0,37,4,2
297,DOWN,0.0,-1.0,4.0,-1.0,37,4,3
298,RIGHT,0.0,-1.0,5.0,-1.0,37,5,3
299,A,0.0,-1.0,4.0,-1.0,37,5,3
300,B,0.0,-1.0,4.0,-1.0,37,5,3
301,A,0.0,-1.0,4.0,-1.0,37,5,3
302,RIGHT,0.0,-1.0,4.0,-1.0,37,6,3
303,DOWN,0.0,-1.0,3.0,-1.0,37,6,4
304,RIGHT,0.0,-1.0,4.0,-1.0,37,7,4
305,B,0.0,-1.0,3.0,-1.0,37,7,4
306,A,0.0,-1.0,3.0,-1.0,37,7,4
307,B,0.0,-1.0,3.0,-1.0,37,7,4
308,B,0.0,-1.0,3.0,-1.0,37,7,4
309,LEFT,0.0,-1.0,3.0,-1.0,37,6,4
310,LEFT,0.0,-1.0,4.0,-1.0,37,6,4
311,UP,0.0,-1.0,4.0,-1.0,37,6,3
312,DOWN,0.0,-1.0,3.0,-1.0,37,6,4
313,B,0.0,-1.0,4.0,-1.0,37,6,4
314,LEFT,0.0,-1.0,4.0,-1.0,37,6,4
315,RIGHT,0.0,-1.0,4.0,-1.0,37,7,4
316,B,0.0,-1.0,3.0,-1.0,37,7,4
317,UP,0.0,-1.0,3.0,-1.0,37,7,3
318,DOWN,0.0,-1.0,2.0,-1.0,37,7,4
319,LEFT,0.0,-1.0,3.0,-1.0,37,6,4
320,RIGHT,0.0,-1.0,4.0,-1.0,37,7,4
321,B,0.0,-1.0,3.0,-1.0,37,7,4
322,A,0.0,-1.0,3.0,-1.0,37,7,4
323,A,0.0,-1.0,3.0,-1.0,37,7,4
324,LEFT,0.0,-1.0,3.0,-1.0,37,6,4
325,B,0.0,-1.0,4.0,-1.0,37,6,4
326,DOWN,0.0,-1.0,4.0,-1.0,37,6,5
327,LEFT,0.0,-1.0,5.0,-1.0,37,5,5
328,RIGHT,0.0,-1.0,6.0,-1.0,37,6,5
329,A,0.0,-1.0,5.0,-1.0,37,6,5
330,UP,0.0,-1.0,5.0,-1.0,37,6,4
331,DOWN,0.0,-1.0,4.0,-1.0,37,6,5
332,DOWN,0.0,-1.0,5.0,-1.0,37,6,6
333,DOWN,0.0,-1.0,6.0,-1.0,37,6,7
334,LEFT,0.0,-1.0,7.0,-1.0,37,5,7
335,RIGHT,0.0,-1.0,8.0,-1.0,37,6,7
336,B,0.0,-1.0,7.0,-1.0,37,6,7
337,LEFT,0.0,-1.0,7.0,-1.0,37,5,7
338,LEFT,0.0,-1.0,8.0,-1.0,37,4,7
339,A,0.0,-1.0,9.0,-1.0,37,4,7
340,A,0.0,-1.0,9.0,-1.0,37,4,7
341,UP,0.0,-1.0,9.0,-1.0,37,4,6
342,DOWN,0.0,-1.0,8.0,-1.0,37,4,7
343,B,0.0,-1.0,9.0,-1.0,37,4,7
344,B,0.0,-1.0,9.0,-1.0,37,4,7
345,B,0.0,-1.0,9.0,-1.0,37,4,7
346,RIGHT,0.0,-1.0,9.0,-1.0,37,5,7
347,A,0.0,-1.0,8.0,-1.0,37,5,7
348,LEFT,0.0,-1.0,8.0,-1.0,37,4,7
349,RIGHT,0.0,-1.0,9.0,-1.0,37,5,7
350,UP,0.0,-1.0,8.0,-1.0,37,5,6
351,UP,0.0,-1.0,7.0,-1.0,37,5,5
352,A,0.0,-1.0,6.0,-1.0,37,5,5
353,DOWN,0.0,-1.0,6.0,-1.0,37,5,5
354,A,0.0,-1.0,6.0,-1.0,37,5,5
355,DOWN,0.0,-1.0,6.0,-1.0,37,5,5
356,RIGHT,0.0,-1.0,6.0,-1.0,37,5,5
357,RIGHT,0.0,-1.0,6.0,-1.0,37,5,5
358,A,0.0,-1.0,6.0,-1.0,37,5,5
359,DOWN,0.0,-1.0,6.0,-1.0,37,5,5
360,A,0.0,-1.0,6.0,-1.0,37,5,5
361,RIGHT,0.0,-1.0,6.0,-1.0,37,5,5
362,B,0.0,-1.0,6.0,-1.0,37,5,5
363,RIGHT,0.0,-1.0,6.0,-1.0,37,5,5
364,A,0.0,-1.0,6.0,-1.0,37,5,5
365,B,0.0,-1.0,6.0,-1.0,37,5,5
366,UP,0.0,-1.0,6.0,-1.0,37,5,5
367,B,0.0,-1.0,6.0,-1.0,37,5,5
368,B,0.0,-1.0,6.0,-1.0,37,5,5
369,B,0.0,-1.0,6.0,-1.0,37,5,5
370,UP,0.0,-1.0,6.0,-1.0,37,5,5
371,A,0.0,-1.0,6.0,-1.0,37,5,5
372,UP,0.0,-1.0,6.0,-1.0,37,5,5
373,UP,0.0,-1.0,6.0,-1.0,37,5,5
374,RIGHT,0.0,-1.0,6.0,-1.0,37,5,5
375,UP,0.0,-1.0,6.0,-1.0,37,5,5
376,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
377,B,0.0,-1.0,6.0,-1.0,37,5,5
378,A,0.0,-1.0,6.0,-1.0,37,5,5
379,B,0.0,-1.0,6.0,-1.0,37,5,5
380,UP,0.0,-1.0,6.0,-1.0,37,5,5
381,UP,0.0,-1.0,6.0,-1.0,37,5,5
382,A,0.0,-1.0,6.0,-1.0,37,5,5
383,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
384,A,0.0,-1.0,6.0,-1.0,37,5,5
385,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
386,DOWN,0.0,-1.0,6.0,-1.0,37,5,6
387,UP,0.0,-1.0,7.0,-1.0,37,5,5
388,RIGHT,0.0,-1.0,6.0,-1.0,37,6,5
389,LEFT,0.0,-1.0,5.0,-1.0,37,5,5
390,RIGHT,0.0,-1.0,6.0,-1.0,37,6,5
391,LEFT,0.0,-1.0,5.0,-1.0,37,5,5
392,UP,0.0,-1.0,6.0,-1.0,37,5,5
393,UP,0.0,-1.0,6.0,-1.0,37,5,5
394,A,0.0,-1.0,6.0,-1.0,37,5,5
395,RIGHT,0.0,-1.0,6.0,-1.0,37,5,5
396,UP,0.0,-1.0,6.0,-1.0,37,5,5
397,B,0.0,-1.0,6.0,-1.0,37,5,5
398,A,0.0,-1.0,6.0,-1.0,37,5,5
399,DOWN,0.0,-1.0,6.0,-1.0,37,5,5
400,B,0.0,-1.0,6.0,-1.0,37,5,5
401,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
402,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
403,DOWN,0.0,-1.0,6.0,-1.0,37,5,5
404,DOWN,0.0,-1.0,6.0,-1.0,37,5,5
405,UP,0.0,-1.0,6.0,-1.0,37,5,5
406,A,0.0,-1.0,6.0,-1.0,37,5,5
407,B,0.0,-1.0,6.0,-1.0,37,5,5
408,B,0.0,-1.0,6.0,-1.0,37,5,5
409,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
410,B,0.0,-1.0,6.0,-1.0,37,5,5
411,B,0.0,-1.0,6.0,-1.0,37,5,5
412,B,0.0,-1.0,6.0,-1.0,37,5,5
413,A,0.0,-1.0,6.0,-1.0,37,5,5
414,UP,0.0,-1.0,6.0,-1.0,37,5,5
415,A,0.0,-1.0,6.0,-1.0,37,5,5
416,B,0.0,-1.0,6.0,-1.0,37,5,5
417,DOWN,0.0,-1.0,6.0,-1.0,37,5,5
418,B,0.0,-1.0,6.0,-1.0,37,5,5
419,B,0.0,-1.0,6.0,-1.0,37,5,5
420,A,0.0,-1.0,6.0,-1.0,37,5,5
421,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
422,B,0.0,-1.0,6.0,-1.0,37,5,5
423,UP,0.0,-1.0,6.0,-1.0,37,5,5
424,UP,0.0,-1.0,6.0,-1.0,37,5,5
425,B,0.0,-1.0,6.0,-1.0,37,5,5
426,UP,0.0,-1.0,6.0,-1.0,37,5,5
427,DOWN,0.0,-1.0,6.0,-1.0,37,5,6
428,B,0.0,-1.0,7.0,-1.0,37,5,6
429,B,0.0,-1.0,7.0,-1.0,37,5,6
430,UP,0.0,-1.0,7.0,-1.0,37,5,5
431,B,0.0,-1.0,6.0,-1.0,37,5,5
432,B,0.0,-1.0,6.0,-1.0,37,5,5
433,B,0.0,-1.0,6.0,-1.0,37,5,5
434,LEFT,0.0,-1.0,6.0,-1.0,37,5,5
435,B,0.0,-1.0,6.0,-1.0,37,5,5
436,DOWN,0.0,-1.0,6.0,-1.0,37,5,6
437,UP,0.0,-1.0,7.0,-1.0,37,5,5
438,DOWN,0.0,-1.0,6.0,-1.0,37,5,6
439,LEFT,0.0,-1.0,7.0,-1.0,37,4,6
440,UP,0.0,-1.0,8.0,-1.0,37,4,6
441,UP,0.0,-1.0,8.0,-1.0,37,4,6
442,RIGHT,0.0,-1.0,8.0,-1.0,37,5,6
443,LEFT,0.0,-1.0,7.0,-1.0,37,4,6
444,LEFT,0.0,-1.0,8.0,-1.0,37,3,6
445,UP,0.0,-1.0,9.0,-1.0,37,3,6
446,UP,0.0,-1.0,9.0,-1.0,37,3,6
447,LEFT,0.0,-1.0,9.0,-1.0,37,2,6
448,LEFT,0.0,-1.0,10.0,-1.0,37,1,6
449,A,0.0,-1.0,11.0,-1.0,37,1,6
450,DOWN,0.0,-1.0,11.0,-1.0,37,1,7
451,DOWN,0.0,-1.0,12.0,-1.0,37,1,7
452,DOWN,0.0,-1.0,12.0,-1.0,37,1,7
453,DOWN,0.0,-1.0,12.0,-1.0,37,1,7
454,B,0.0,-1.0,12.0,-1.0,37,1,7
455,UP,0.0,-1.0,12.0,-1.0,37,1,6
456,UP,0.0,-1.0,11.0,-1.0,37,1,5
457,UP,0.0,-1.0,10.0,-1.0,37,1,4
458,A,0.0,-1.0,9.0,-1.0,37,1,4
459,UP,0.0,-1.0,9.0,-1.0,37,1,3
460,LEFT,0.0,-1.0,8.0,-1.0,37,0,3
461,LEFT,0.0,-1.0,9.0,-1.0,37,0,3
462,A,0.0,-1.0,9.0,-1.0,37,0,3
463,LEFT,0.0,-1.0,9.0,-1.0,37,0,3
464,LEFT,0.0,-1.0,9.0,-1.0,37,0,3
465,LEFT,0.0,-1.0,9.0,-1.0,37,0,3
466,RIGHT,0.0,-1.0,9.0,-1.0,37,1,3
467,UP,0.0,-1.0,8.0,-1.0,37,1,2
